"Start Time","Duration","Run ID","Name","Source Type","Source Name","User","Status","Followup_Judge_Accuracy_Comment","Followup_Judge_Clarity_Comment","Followup_Judge_Completeness_Comment","Followup_Judge_Conciseness_Comment","Followup_Judge_Objectivity_Comment","Followup_Judge_Relevance_Comment","Initial_Judge_Accuracy_Comment","Initial_Judge_Clarity_Comment","Initial_Judge_Completeness_Comment","Initial_Judge_Conciseness_Comment","Initial_Judge_Objectivity_Comment","Initial_Judge_Relevance_Comment","description","enable_ranking","framework","initialization_error","judge_followup_error","judge_model","keywords","model_name","num_articles","processing_error","prompting_method","summary_word_count","temperature","top_p","BLEU","Followup_Judge_Accuracy","Followup_Judge_Clarity","Followup_Judge_Completeness","Followup_Judge_Conciseness","Followup_Judge_Objectivity","Followup_Judge_Overall_Score","Followup_Judge_Relevance","Initial_Judge_Accuracy","Initial_Judge_Clarity","Initial_Judge_Completeness","Initial_Judge_Conciseness","Initial_Judge_Objectivity","Initial_Judge_Overall_Score","Initial_Judge_Relevance","ROUGE-1","ROUGE-2","ROUGE-L","average_similarity_all_articles","average_similarity_top_10_articles","cost_followup_judge_evaluation","cost_judge_evaluation","cost_summary_generation"
"2025-04-02 07:07:37","20.7s","87b85b6baefd418d86bb00a77f10a56a","Topic_10_Run_2","LOCAL","src/scirad/models/agent_single.py","alkhalifas","FINISHED","The summary accurately captures the key findings and implications of the original abstracts, including the role of epigenetic alterations in regulating blood pressure, hypertensive arterial remodeling, evolution, adaptation to environmental challenges, and the integration of single-cell transcriptomics in cardiovascular diseases.","The summary is well-structured and easy to follow, presenting complex concepts clearly.","Most major findings are included, but some additional details on methodologies from the original abstracts could enhance comprehensiveness.","While concise, a few additional details could be omitted to further streamline the summary.","The summary maintains objectivity by presenting factual information without personal bias.","All included information is highly relevant to the main topics of epigenetics, cardiovascular diseases, and personalized medicine.","The summary accurately captures the key findings and implications of the original abstracts.","The summary is well-structured and easy to follow, presenting complex concepts clearly.","Most major findings are included, but some details on methodologies could enhance comprehensiveness.","While concise, a few additional details could be omitted to further streamline the summary.","The summary maintains objectivity by presenting factual information without personal bias.","All included information is highly relevant to the main topics of epigenetics, cardiovascular diseases, and personalized medicine.","Exploration of epigenetic mechanisms regulating gene-expression changes linked to disease.","False","single_agent","","","gpt-3.5-turbo","epigenetics, gene-expression, disease","gpt-3.5-turbo","4","","Chain of Thought","300","0.0","1.0","0.45504840861905177","10","9","9","8","10","56","10","10","9","9","8","10","56","10","0.4777415852334419","0.17845484221980412","0.23669923995656897","0.8377360919407209","0.8377360919407209","0.001191","0.00113","0.0012465000000000002"
"2025-04-02 07:07:15","22.1s","579f4877cfbb4e4cbe4a38c3868a681d","Topic_10_Run_1","LOCAL","src/scirad/models/agent_single.py","alkhalifas","FINISHED","The summary accurately captures the key findings of the articles, maintaining the same level of accuracy as before.","The summary is clear, well-structured, and easy to understand, with the same level of clarity as before.","Most major findings are included, but some details could be further elaborated, particularly in the section about epigenetic alterations in smooth muscle cells and the potential targets for personalized management of hypertension.","The summary is concise, but a few areas could be more succinct, especially in the section about epigenetic alterations in smooth muscle cells and the potential targets for personalized management of hypertension.","The summary maintains objectivity and presents information factually, with the same level of objectivity as before.","All included information is highly relevant to the main topic, maintaining the same level of relevance as before.","The summary accurately captures the key findings of the articles.","The summary is clear, well-structured, and easy to understand.","Most major findings are included, but some details could be further elaborated.","The summary is concise, but a few areas could be more succinct.","The summary maintains objectivity and presents information factually.","All included information is highly relevant to the main topic.","Exploration of epigenetic mechanisms regulating gene-expression changes linked to disease.","True","single_agent","","","gpt-3.5-turbo","epigenetics, gene-expression, disease","gpt-3.5-turbo","4","","Chain of Thought","300","0.0","1.0","0.4419429354273965","10","9","9","8","10","56","10","10","9","9","8","10","56","10","0.4926624737945492","0.21008403361344535","0.2222222222222222","0.8377360919407209","0.8377360919407209","0.001223","0.0011135","0.0013005"
"2025-04-02 07:06:46","28.8s","ea850d13d959492abff6b221a9e31eef","Topic_9_Run_12","LOCAL","src/scirad/models/agent_single.py","alkhalifas","FINISHED","The summary accurately captures the key points and findings of the articles, providing a comprehensive overview of the research.","The summary is clear, well-structured, and effectively communicates the complex scientific concepts in an understandable manner.","Most major findings are included, but some additional details from the abstracts could be incorporated to enhance the depth of understanding.","While the summary is concise overall, there are a few areas where further condensation could improve the overall impact.","The summary maintains objectivity and presents the information from the abstracts in a factual manner without bias.","All included information is highly relevant to the main topic of biosensors, nanomaterial integration, and advanced diagnostic technologies.","The summary accurately captures the key points and findings of the articles.","The summary is clear, well-structured, and easy to understand.","Most major findings are included, but some details could be further elaborated.","The summary is concise, but a few areas could be more succinct.","The summary maintains objectivity and presents information factually.","All included information is highly relevant to the main topic.","Development of biosensors enhancing rapid diagnostics for point-of-care medical applications.","False","single_agent","","","gpt-3.5-turbo","biosensors, diagnostics, point-of-care","gpt-3.5-turbo","6","","Tree of Thought","300","0.5","1.0","0.37491799209230264","10","9","9","8","10","56","10","10","9","9","8","10","56","10","0.40520748576078114","0.18418907905460472","0.2050447518307567","0.8729444055552431","0.8729444055552431","0.0013904999999999998","0.0013235","0.00165"
"2025-04-02 07:06:21","25.2s","facfa9944a4a4139a43a4bf5d307d6f5","Topic_9_Run_11","LOCAL","src/scirad/models/agent_single.py","alkhalifas","FINISHED","","","","","","","The summary accurately captures the key points and findings of the articles.","The summary is clear, well-structured, and easy to understand.","Most major findings are included, but some details could be further elaborated.","The summary is concise, but a few areas could be more succinct.","The summary maintains objectivity and presents information factually.","All included information is highly relevant to the main topic.","Development of biosensors enhancing rapid diagnostics for point-of-care medical applications.","True","single_agent","","Failed to parse follow-up evaluation. Ensure the Judge agent outputs valid JSON.","gpt-3.5-turbo","biosensors, diagnostics, point-of-care","gpt-3.5-turbo","6","","Tree of Thought","300","0.5","1.0","0.4331783323799422","","","","","","","","10","9","9","8","10","56","10","0.40965861781848456","0.19349457881567972","0.19816819317235637","0.8729348432715994","0.8729444055552432","0.0014334999999999999","0.0013005","0.001581"
"2025-04-02 07:05:59","21.9s","d6b46d83d18b4bc5a15ebc69e000a579","Topic_9_Run_10","LOCAL","src/scirad/models/agent_single.py","alkhalifas","FINISHED","The summary accurately captures the key points and findings of the articles, providing a comprehensive overview of the advancements in biosensors and their applications.","The summary is clear, well-structured, and easy to understand, effectively conveying the significance of nanomaterial integration and optical technologies in biosensing.","Most major findings are included, but some details could be further elaborated to enhance the understanding of specific technologies and their implications.","While the summary is concise, a few areas could be more succinct to streamline the presentation of information and improve readability.","The summary maintains objectivity and presents information factually, without bias or subjective interpretation.","All included information is highly relevant to the main topic of biosensors, emphasizing their potential in transforming diagnostic capabilities and healthcare outcomes.","The summary accurately captures the key points and findings of the articles.","The summary is clear, well-structured, and easy to understand.","Most major findings are included, but some details could be further elaborated.","The summary is concise, but a few areas could be more succinct.","The summary maintains objectivity and presents information factually.","All included information is highly relevant to the main topic.","Development of biosensors enhancing rapid diagnostics for point-of-care medical applications.","False","single_agent","","","gpt-3.5-turbo","biosensors, diagnostics, point-of-care","gpt-3.5-turbo","6","","Chain of Thought","300","0.5","1.0","0.42523339724967335","10","9","9","8","10","56","10","10","9","9","8","10","56","10","0.4046242774566474","0.19023986765922252","0.19818331957060278","0.8729444055552431","0.8729444055552431","0.001393","0.0013035","0.001604"
"2025-04-02 07:05:32","26.2s","b6058d25ca02415ab5983ad1b57e43df","Topic_9_Run_9","LOCAL","src/scirad/models/agent_single.py","alkhalifas","FINISHED","","","","","","","The summary accurately captures the key points and findings of the articles.","The summary is clear, well-structured, and easy to understand.","Most major findings are included, but some details could be further elaborated.","The summary is concise, but a few more details could be trimmed for brevity.","The summary maintains objectivity by presenting information factually.","All included information is highly relevant to the main topic.","Development of biosensors enhancing rapid diagnostics for point-of-care medical applications.","True","single_agent","","Failed to parse follow-up evaluation. Ensure the Judge agent outputs valid JSON.","gpt-3.5-turbo","biosensors, diagnostics, point-of-care","gpt-3.5-turbo","6","","Chain of Thought","300","0.5","1.0","0.4767916460861038","","","","","","","","10","9","9","8","10","56","10","0.4359805510534846","0.22077922077922077","0.25121555915721233","0.8729444055552431","0.8729444055552432","0.001743","0.0013215","0.00164"
"2025-04-02 07:05:10","22.0s","1659df4c988e4fcdb76a2aef51b71e4b","Topic_9_Run_8","LOCAL","src/scirad/models/agent_single.py","alkhalifas","FINISHED","","","","","","","The summary accurately captures the key points and findings of the articles.","The summary is clear, well-structured, and easy to understand.","Most major findings are included, but some details could be further elaborated.","The summary is concise, but a few areas could be more succinct.","The summary presents information factually without personal opinions.","All included information is highly relevant to the main topic.","Development of biosensors enhancing rapid diagnostics for point-of-care medical applications.","False","single_agent","","Failed to parse follow-up evaluation. Ensure the Judge agent outputs valid JSON.","gpt-3.5-turbo","biosensors, diagnostics, point-of-care","gpt-3.5-turbo","6","","Tree of Thought","300","0.2","1.0","0.46926833044373106","","","","","","","","10","9","9","8","10","56","10","0.4386252045826514","0.23114754098360657","0.24877250409165305","0.8729435629766442","0.8729435629766442","0.0014445","0.0013135","0.0016245"
"2025-04-02 07:04:42","28.4s","87fca437a9be45ddac90edde6085290e","Topic_9_Run_7","LOCAL","src/scirad/models/agent_single.py","alkhalifas","FINISHED","","","","","","","The summary accurately captures the key points and findings of the articles.","The summary is clear, well-structured, and easy to understand.","Most major findings are included, but some details could be further elaborated.","The summary is concise, but a few areas could be more succinct.","The summary maintains objectivity and presents information factually.","All included information is highly relevant to the main topic.","Development of biosensors enhancing rapid diagnostics for point-of-care medical applications.","True","single_agent","","Failed to parse follow-up evaluation. Ensure the Judge agent outputs valid JSON.","gpt-3.5-turbo","biosensors, diagnostics, point-of-care","gpt-3.5-turbo","6","","Tree of Thought","300","0.2","1.0","0.45985816731920637","","","","","","","","10","9","9","8","10","56","10","0.42043551088777215","0.21140939597315436","0.19095477386934676","0.8729444055552431","0.8729444055552432","0.001712","0.001294","0.0015615"
"2025-04-02 07:04:11","30.7s","611c183a515a41fe9abd83b1c8e7ee53","Topic_9_Run_6","LOCAL","src/scirad/models/agent_single.py","alkhalifas","FINISHED","The summary accurately captures the key points and findings of the articles, providing a comprehensive overview of the advancements in biosensors for rapid diagnostics.","The summary is clear, well-structured, and easy to understand, effectively conveying the significance of nanomaterial integration in biosensing technologies.","Most major findings are included, but some details could be further elaborated to enhance the understanding of specific technologies and their applications.","The summary is concise overall, but certain areas could be more succinct to streamline the presentation of information.","The summary maintains objectivity and presents information factually, without bias or subjective interpretation.","All included information is highly relevant to the main topic of biosensors, nanomaterial integration, and their applications in rapid diagnostics.","The summary accurately captures the key points and findings of the articles.","The summary is clear, well-structured, and easy to understand.","Most major findings are included, but some details could be further elaborated.","The summary is concise, but a few areas could be more succinct.","The summary maintains objectivity and presents information factually.","All included information is highly relevant to the main topic.","Development of biosensors enhancing rapid diagnostics for point-of-care medical applications.","False","single_agent","","","gpt-3.5-turbo","biosensors, diagnostics, point-of-care","gpt-3.5-turbo","6","","Chain of Thought","300","0.2","1.0","0.4115547222147857","10","9","9","8","10","56","10","10","9","9","8","10","56","10","0.4023275145469659","0.17152373022481265","0.18952618453865339","0.8729444055552431","0.8729444055552431","0.0013875","0.001304","0.001604"
"2025-04-02 07:03:40","31.3s","b1a6ed9023ed4d5b88b0e216add2beb8","Topic_9_Run_5","LOCAL","src/scirad/models/agent_single.py","alkhalifas","FINISHED","The summary accurately captures the key points and findings of the articles, providing a comprehensive overview of the advancements in biosensors for rapid diagnostics.","The summary is clear, well-structured, and effectively communicates the complex concepts related to nano-optical biosensors and their applications in healthcare.","Most major findings from the abstracts are included, but some additional details could be provided to further enhance the understanding of the topic.","While the summary is concise overall, there are a few areas where further simplification could improve readability without losing important information.","The summary maintains objectivity by presenting the information from the abstracts in a factual manner without bias.","All included information is highly relevant to the main topic of nano-optical biosensors and their impact on personalized medical diagnostics.","The summary accurately captures the key points and findings of the articles.","The summary is clear, well-structured, and easy to understand.","Most major findings are included, but some details could be further elaborated.","The summary is concise, but a few areas could be more succinct.","The summary maintains objectivity and presents information factually.","All included information is highly relevant to the main topic.","Development of biosensors enhancing rapid diagnostics for point-of-care medical applications.","True","single_agent","","","gpt-3.5-turbo","biosensors, diagnostics, point-of-care","gpt-3.5-turbo","6","","Chain of Thought","300","0.2","1.0","0.48540223726345955","10","9","9","8","10","56","10","10","9","9","8","10","56","10","0.42434210526315785","0.214168039538715","0.22368421052631576","0.8729444055552431","0.8729444055552432","0.0013955","0.001303","0.0016025"
"2025-04-02 07:03:18","21.6s","d1bfaa92030941239d0025ef8abe2936","Topic_9_Run_4","LOCAL","src/scirad/models/agent_single.py","alkhalifas","FINISHED","The summary accurately captures the key points and findings of the articles.","The summary is clear, well-structured, and easy to understand.","Most major findings are included, but some details could be further elaborated.","The summary is concise, but a few more details could be trimmed for brevity.","The summary maintains objectivity by presenting information factually.","All included information is highly relevant to the main topic.","The summary accurately captures the key points and findings of the articles.","The summary is clear, well-structured, and easy to understand.","Most major findings are included, but some details could be further elaborated.","The summary is concise, but a few more details could be trimmed for brevity.","The summary maintains objectivity by presenting information factually.","All included information is highly relevant to the main topic.","Development of biosensors enhancing rapid diagnostics for point-of-care medical applications.","False","single_agent","","","gpt-3.5-turbo","biosensors, diagnostics, point-of-care","gpt-3.5-turbo","6","","Tree of Thought","300","0.0","1.0","0.48518923373638906","10","9","9","8","10","56","10","10","9","9","8","10","56","10","0.41171548117154805","0.21961441743503773","0.2309623430962343","0.8729192061369893","0.8729192061369893","0.0012945","0.0013065","0.001581"
